Customer ID,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Zip Code,Population,Churn Value,Total Customer Svc Requests,Product/Service Issues Reported,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Female,Gender_Male
1600-DILPE,12,Yes,No,Yes,13,No,No,No,No,No,No,No,No,Yes,45.0,524.35,0.0,68.0,433.32,47,No,No,No,No,0,95974,74,0,1,0,True,False,False,True,False,False,True,False
0536-ESJEP,54,Yes,No,Yes,25,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,74.55,4191.45,0.0,1048.0,765.72,48,No,No,Yes,No,0,95975,1601,0,0,0,False,False,True,True,False,False,False,True
4654-GGUII,18,No,No,Yes,48,Yes,Yes,No,Yes,No,No,No,Yes,Yes,40.2,711.95,0.0,0.0,0.0,28,Yes,No,No,No,0,95977,963,0,2,2,False,True,False,False,True,False,True,False
6478-HRRCZ,32,Yes,No,Yes,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,70.5,2201.75,0.0,0.0,1422.4,47,No,No,Yes,No,0,95978,28,0,0,0,False,True,False,False,True,False,False,True
8510-BBWMU,41,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.75,806.95,0.0,0.0,1535.86,40,No,No,No,No,0,95979,844,0,1,1,False,True,False,False,True,False,True,False
6857-TKDJV,67,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,24.65,1620.45,0.0,0.0,965.47,60,No,No,Yes,Yes,2,95981,101,0,1,0,False,False,True,True,False,False,False,True
2360-RDGRO,65,Yes,Yes,Yes,10,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,104.25,6812.95,0.0,0.0,2678.0,48,No,No,Yes,No,0,95982,3193,0,1,0,True,False,False,True,False,False,False,True
0584-BJQGZ,25,Yes,Yes,Yes,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,78.35,1837.9,0.0,0.0,701.25,19,Yes,No,No,No,0,95983,513,0,1,0,True,False,False,True,False,False,True,False
1360-XFJMR,67,Yes,Yes,Yes,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,109.7,7344.45,0.0,0.0,1187.24,50,No,No,Yes,No,0,95986,145,0,1,0,False,True,False,False,True,False,True,False
9058-MJLZC,24,Yes,No,Yes,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,94.6,2283.15,0.0,0.0,853.44,37,No,No,No,No,0,95991,34967,0,0,0,True,False,False,True,False,False,True,False
0902-XKXPN,69,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.2,1376.5,0.0,0.0,1624.95,29,Yes,No,Yes,Yes,1,96001,31586,0,3,0,False,False,True,True,False,False,False,True
5177-RVZNU,37,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.3,755.4,0.0,0.0,378.51,28,Yes,No,No,Yes,3,96002,30338,0,0,0,False,True,False,True,False,False,True,False
0056-EPFBG,20,No,No,Yes,22,Yes,No,Yes,Yes,No,No,No,Yes,Yes,39.4,825.4,0.0,0.0,0.0,33,No,No,Yes,Yes,1,96003,41476,0,0,0,False,False,True,False,True,False,False,True
8993-IZEUX,7,Yes,No,Yes,7,No,No,No,No,No,No,No,No,No,69.15,488.65,0.0,34.0,147.84,54,No,No,No,No,0,96006,615,0,2,0,True,False,False,True,False,False,False,True
8190-ZTQFB,41,No,No,Yes,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,51.35,2075.1,0.0,0.0,0.0,50,No,No,No,No,0,96009,595,0,0,0,False,True,False,True,False,False,False,True
0931-MHTEM,54,Yes,No,Yes,20,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,100.05,5299.65,0.0,1060.0,1850.58,36,No,No,No,No,0,96010,269,0,2,0,False,True,False,False,True,False,True,False
0440-UEDAI,53,Yes,No,Yes,6,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,94.45,5042.75,0.0,303.0,1795.64,59,No,No,No,No,0,96014,290,0,0,0,False,True,False,False,True,False,True,False
1337-BOZWO,18,No,No,Yes,59,No,Yes,Yes,No,Yes,No,No,Yes,No,46.4,812.4,0.0,47.93,0.0,25,Yes,No,Yes,Yes,2,96015,417,0,1,0,False,True,False,False,True,False,False,True
0868-VJRDR,64,Yes,No,Yes,8,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,104.05,6605.55,0.0,528.0,304.64,61,No,No,Yes,No,0,96016,344,0,0,0,False,False,True,False,True,False,False,True
6344-SFJVH,20,No,No,Yes,21,No,No,No,No,No,No,No,Yes,No,24.9,505.95,0.0,0.0,0.0,41,No,No,No,No,0,96019,6277,0,0,0,True,False,False,False,True,False,True,False
3950-VPYJB,57,Yes,No,Yes,58,Yes,Yes,No,Yes,No,No,No,No,No,59.6,3509.4,0.0,2035.0,829.35,37,No,No,Yes,Yes,3,96020,2664,0,1,1,False,True,False,False,True,False,False,True
7321-ZNSLA,13,No,No,Yes,57,Yes,Yes,No,Yes,No,No,No,No,No,40.55,590.35,0.0,336.0,0.0,58,No,No,Yes,Yes,3,96022,12348,0,1,0,False,False,True,False,True,False,False,True
8727-JQFHV,57,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.75,1123.15,0.0,0.0,1689.48,60,No,No,Yes,Yes,2,96025,2602,0,1,0,False,False,True,False,True,False,False,True
9475-NNDGC,71,Yes,Yes,Yes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,113.15,7953.25,0.0,239.0,1928.36,50,No,No,Yes,No,0,96027,2156,0,0,0,False,True,False,True,False,False,False,True
1355-KUSBG,7,Yes,Yes,Yes,28,No,No,No,No,No,No,No,No,No,48.8,349.8,0.0,98.0,63.7,56,No,No,Yes,Yes,2,96028,1902,0,0,0,True,False,False,True,False,False,True,False
3688-FTHLT,16,Yes,Yes,Yes,23,No,No,No,No,No,Yes,Yes,No,Yes,63.05,1067.05,0.0,245.0,683.68,56,No,No,No,No,0,96029,84,0,1,0,True,False,False,True,False,False,True,False
0899-LIIBW,34,Yes,Yes,Yes,41,No,No,Yes,No,Yes,Yes,Yes,Yes,No,100.85,3527.3,0.0,0.0,1140.6999999999998,21,Yes,No,Yes,No,0,96031,170,0,0,0,True,False,False,True,False,False,False,True
1384-RCUXW,16,Yes,Yes,Yes,8,No,Yes,No,No,No,No,No,No,Yes,80.55,1248.9,0.0,100.0,546.88,58,No,No,No,No,0,96033,373,0,0,0,True,False,False,False,True,False,False,True
5825-XJOCM,48,Yes,Yes,Yes,53,Yes,Yes,Yes,No,No,No,No,Yes,Yes,64.4,3035.35,0.0,0.0,1259.52,39,No,No,No,Yes,3,96034,392,0,0,0,False,True,False,True,False,False,False,True
6848-YLDFR,58,Yes,No,Yes,29,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,75.2,4300.8,0.0,0.0,2050.3,54,No,No,Yes,Yes,2,96035,3357,0,1,0,False,True,False,False,True,False,False,True
8125-QPFJD,72,Yes,Yes,Yes,19,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,84.9,6065.3,0.0,1152.0,96.48,36,No,No,Yes,No,0,96037,295,0,0,0,False,False,True,True,False,False,True,False
2320-YKQBO,7,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.3,144.95,0.0,0.0,51.24,51,No,No,No,No,0,96038,616,0,2,0,True,False,False,False,True,False,True,False
4973-RLZVI,30,Yes,No,Yes,13,Yes,Yes,Yes,Yes,Yes,No,No,No,No,74.65,2308.6,0.0,300.0,126.6,52,No,No,No,No,0,96044,1026,0,0,0,False,True,False,False,True,False,True,False
7869-ZYDST,31,Yes,Yes,Yes,21,No,No,No,No,Yes,No,No,Yes,Yes,59.05,1882.8,0.0,39.54,890.3199999999999,33,No,No,Yes,No,0,96046,268,0,1,0,True,False,False,False,True,False,False,True
1215-EXRMO,50,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.55,1067.65,0.0,0.0,2345.5,32,No,No,Yes,No,0,96048,734,0,1,1,False,False,True,False,True,False,False,True
2305-MRGLV,28,Yes,No,Yes,5,No,No,No,Yes,No,No,No,Yes,No,76.55,2065.4,0.0,0.0,613.48,31,No,No,Yes,No,0,96050,482,0,1,0,True,False,False,True,False,False,False,True
8404-VIOMB,66,No,No,Yes,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,62.5,4136.4,0.0,620.0,0.0,52,No,No,No,No,0,96051,1236,0,1,0,False,False,True,True,False,False,True,False
2359-KLTEK,41,Yes,No,Yes,59,No,No,Yes,No,Yes,Yes,Yes,No,Yes,94.9,3848.0,0.0,2270.0,1770.79,25,Yes,No,Yes,Yes,3,96054,386,0,2,0,True,False,False,True,False,False,True,False
2673-ZALNP,7,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.9,173.15,0.0,0.0,113.4,29,Yes,No,No,No,0,96056,1554,0,1,1,False,True,False,False,True,False,True,False
9184-GALIL,38,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.45,781.25,0.0,0.0,108.68,26,Yes,No,Yes,Yes,2,96057,1586,0,0,0,True,False,False,False,True,False,True,False
4393-RYCRE,44,Yes,No,Yes,41,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,106.05,4510.8,0.0,0.0,1686.52,25,Yes,No,No,No,0,96058,816,0,0,0,False,True,False,True,False,False,False,True
9746-MDMBK,47,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,113.45,5317.8,0.0,0.0,431.93,58,No,No,Yes,Yes,1,96059,598,0,0,0,False,True,False,True,False,False,False,True
3162-ZJZFU,53,Yes,No,Yes,52,No,Yes,No,Yes,Yes,No,No,Yes,Yes,92.55,4779.45,0.0,0.0,1289.49,25,Yes,No,Yes,Yes,2,96061,78,0,0,0,True,False,False,True,False,False,False,True
8404-GFGCZ,4,Yes,Yes,Yes,3,No,No,Yes,No,Yes,No,No,No,No,65.6,250.1,0.0,8.0,40.52,49,No,No,Yes,No,0,96062,830,0,0,0,True,False,False,True,False,False,False,True
3521-MNKLV,24,Yes,No,Yes,73,No,No,Yes,No,No,No,No,No,Yes,49.7,1167.8,0.0,852.0,928.32,25,Yes,No,No,No,0,96068,240,0,0,0,True,False,False,False,True,False,False,True
2533-TIBIX,15,No,No,Yes,16,Yes,No,No,No,No,No,No,No,Yes,30.2,469.65,0.0,75.0,0.0,59,No,No,Yes,Yes,2,96069,829,0,1,0,True,False,False,True,False,False,False,True
5092-STPKP,24,Yes,No,Yes,4,Yes,No,No,Yes,No,No,No,Yes,No,56.35,1381.2,0.0,0.0,724.3199999999999,45,No,No,No,No,0,96076,215,0,0,0,True,False,False,False,True,False,True,False
0114-PEGZZ,33,Yes,Yes,Yes,12,No,Yes,Yes,No,Yes,Yes,Yes,No,No,107.55,3645.5,0.0,437.0,1639.77,39,No,No,No,No,0,96084,459,0,0,0,True,False,False,True,False,False,True,False
3359-DSRKA,58,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.85,1158.85,0.0,0.0,684.98,48,No,No,Yes,Yes,3,96085,88,0,0,0,False,False,True,False,True,False,True,False
8639-NHQEI,72,Yes,Yes,Yes,59,Yes,Yes,No,No,Yes,No,No,Yes,Yes,95.9,6954.15,0.0,0.0,853.1999999999999,26,Yes,No,Yes,Yes,3,96086,332,0,0,0,False,False,True,True,False,False,True,False
7161-DFHUF,71,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,23.85,1672.1,0.0,0.0,1504.49,55,No,No,Yes,No,0,96087,528,0,0,0,False,False,True,False,True,False,True,False
3720-DBRWL,51,Yes,No,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,83.85,4307.1,0.0,176.59,351.39,20,Yes,No,Yes,No,0,96090,405,0,0,0,False,False,True,False,True,False,False,True
4994-OBRSZ,14,Yes,No,Yes,52,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,76.1,1054.8,0.0,548.0,514.2199999999999,24,Yes,No,No,Yes,3,96094,5896,0,1,0,False,False,True,True,False,False,False,True
0562-FGDCR,72,Yes,Yes,Yes,30,Yes,Yes,No,Yes,Yes,No,No,Yes,No,74.55,5430.65,0.0,0.0,1572.48,61,No,No,Yes,Yes,3,96096,843,0,1,0,False,False,True,False,True,False,True,False
2436-QBZFP,22,No,No,Yes,19,No,Yes,No,No,Yes,No,No,No,No,39.2,849.9,0.0,161.0,0.0,53,No,No,Yes,Yes,1,96097,9538,0,1,0,True,False,False,True,False,False,True,False
3420-YJLQT,2,Yes,Yes,Yes,6,No,Yes,No,No,No,No,No,Yes,No,79.55,151.75,0.0,0.0,51.12,45,No,No,No,No,0,96101,5096,0,2,2,True,False,False,True,False,False,True,False
6040-CGACY,15,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.6,299.4,0.0,0.0,598.05,48,No,No,No,No,0,96103,1839,0,3,1,True,False,False,False,True,False,True,False
6582-PLFUU,51,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.55,1086.75,0.0,0.0,1476.96,40,No,No,Yes,Yes,1,96104,857,0,0,0,False,False,True,False,True,False,False,True
8242-PDSGJ,70,No,No,Yes,18,Yes,No,Yes,Yes,No,No,No,Yes,Yes,39.15,2692.75,0.0,48.47,0.0,47,No,No,Yes,No,0,96105,650,0,0,0,False,False,True,False,True,False,False,True
0264-CNITK,71,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.1,1389.6,0.0,0.0,2203.13,45,No,No,Yes,Yes,2,96106,88,0,2,2,False,False,True,True,False,False,True,False
0089-IIQKO,39,Yes,Yes,Yes,53,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,99.95,3767.4,0.0,0.0,950.82,35,No,No,Yes,Yes,3,96107,1332,0,1,0,True,False,False,False,True,False,True,False
7839-NUIAA,61,Yes,Yes,Yes,30,Yes,Yes,No,No,No,No,No,No,No,59.8,3641.5,0.0,1092.0,1628.7,27,Yes,No,Yes,Yes,1,96108,104,0,1,1,True,False,False,True,False,False,True,False
6075-QMNRR,52,Yes,No,Yes,8,Yes,No,No,No,No,No,No,No,Yes,49.75,2535.55,0.0,203.0,2024.36,33,No,No,No,No,0,96109,1177,0,1,0,True,False,False,True,False,False,True,False
5966-EMAZU,64,Yes,Yes,Yes,71,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,108.5,6880.85,0.0,4885.0,256.64,27,Yes,No,Yes,No,0,96112,231,0,1,0,False,True,False,False,True,False,False,True
0440-EKDCF,62,Yes,No,Yes,15,No,Yes,Yes,Yes,No,No,No,Yes,Yes,60.15,3753.2,0.0,0.0,2089.4,47,No,No,Yes,No,0,96113,946,0,1,0,False,False,True,False,True,False,False,True
4774-HHGGS,30,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.05,637.55,0.0,0.0,341.40000000000003,64,No,No,Yes,No,0,96114,3093,0,0,0,False,False,True,False,True,False,False,True
8180-AKMJV,1,Yes,No,Yes,82,No,No,No,No,No,No,No,Yes,Yes,44.55,44.55,0.0,0.0,23.04,27,Yes,No,No,No,0,96117,385,0,0,0,True,False,False,False,True,False,True,False
4298-OYIFC,15,Yes,Yes,Yes,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,103.45,1539.8,0.0,0.0,279.0,59,No,No,Yes,No,0,96118,1822,0,0,0,True,False,False,True,False,False,False,True
5566-SOEZD,27,Yes,No,Yes,53,Yes,Yes,No,No,No,No,No,Yes,Yes,80.65,2209.75,0.0,0.0,424.17,47,No,No,Yes,Yes,3,96119,85,0,2,0,False,True,False,False,True,False,False,True
9842-EFSYY,4,No,No,Yes,52,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,57.2,223.75,0.0,116.0,0.0,31,No,No,No,Yes,3,96120,957,0,0,0,True,False,False,False,True,False,True,False
2272-WUSPA,72,Yes,Yes,Yes,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,110.75,7751.7,0.0,0.0,2861.28,48,No,No,Yes,No,0,96121,481,0,1,0,False,False,True,True,False,False,True,False
0930-EHUZA,36,Yes,No,Yes,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,76.35,2606.35,0.0,0.0,1615.32,33,No,No,No,No,0,96124,322,0,1,1,False,True,False,False,True,False,True,False
9975-SKRNR,1,Yes,No,No,0,No,No,No,No,No,No,No,No,No,18.9,18.9,0.0,0.0,49.51,24,Yes,No,No,No,0,96126,227,0,1,0,True,False,False,False,True,False,False,True
4973-MGTON,71,Yes,No,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,84.4,5969.3,0.0,1552.0,219.39,33,No,No,Yes,No,0,96133,116,0,0,0,False,False,True,False,True,False,True,False
3682-YEUWS,10,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Yes,24.4,253.9,0.0,0.0,41.6,27,Yes,No,Yes,Yes,1,96134,2595,0,1,0,True,False,False,False,True,False,False,True
1223-UNPKS,20,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.05,400.0,0.0,0.0,77.4,55,No,No,Yes,Yes,1,96136,162,0,1,0,False,False,True,False,True,False,False,True
3446-QDSZF,4,Yes,No,Yes,10,No,No,No,No,Yes,No,No,Yes,No,55.5,227.35,0.0,0.0,155.84,57,No,No,No,No,0,96141,858,0,0,0,True,False,False,False,True,False,True,False
7379-FNIUJ,2,Yes,No,Yes,15,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,100.2,198.5,0.0,0.0,45.12,49,No,No,No,No,0,96146,942,0,2,0,True,False,False,True,False,False,False,True
1627-AFWVJ,29,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.4,554.25,0.0,0.0,436.74,30,No,No,No,No,0,96148,678,0,1,0,False,False,True,False,True,False,True,False
4486-EFAEB,13,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,20.4,251.65,0.0,0.0,609.96,56,No,No,No,No,0,90002,44586,0,1,0,True,False,False,True,False,False,False,True
0060-FUALY,59,Yes,Yes,Yes,14,Yes,Yes,No,No,Yes,No,No,Yes,Yes,94.75,5597.65,0.0,78.37,967.01,60,No,No,Yes,No,0,90003,58198,0,2,0,True,False,False,True,False,False,True,False
6954-OOYZZ,18,Yes,No,Yes,17,No,No,No,No,No,No,No,No,Yes,44.35,768.05,0.0,131.0,826.5600000000001,41,No,No,Yes,No,0,90006,62784,0,0,0,True,False,False,True,False,False,False,True
7088-FBAWU,17,Yes,No,Yes,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,74.55,1215.8,0.0,0.0,763.3,22,Yes,No,Yes,Yes,2,90007,45025,0,1,1,True,False,False,False,True,False,True,False
8313-AFGBW,47,Yes,No,Yes,28,No,Yes,Yes,No,Yes,Yes,Yes,No,No,73.6,3522.65,0.0,986.0,664.58,55,No,No,Yes,No,0,90008,30852,0,0,0,False,False,True,True,False,False,False,True
3097-IDVPU,19,Yes,Yes,Yes,13,No,No,No,No,No,No,No,No,No,50.1,910.45,0.0,118.0,179.93,51,No,No,Yes,Yes,2,90012,30596,0,3,0,True,False,False,False,True,False,False,True
2303-PJYHN,2,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.85,52.0,0.0,0.0,72.1,27,Yes,No,Yes,No,0,90015,15140,0,2,0,True,False,False,True,False,False,True,False
9795-VOWON,7,No,No,Yes,48,No,No,No,No,No,No,No,Yes,Yes,24.35,150.85,0.0,0.0,0.0,23,Yes,No,No,No,0,90016,46984,0,2,0,False,True,False,False,True,False,False,True
1237-WIYYZ,18,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.55,389.25,0.0,0.0,192.06,49,No,No,No,No,0,90017,20692,0,0,0,True,False,False,False,True,False,True,False
1987-AUELQ,71,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,25.05,1873.7,0.0,0.0,3183.6400000000003,46,No,No,Yes,No,0,90018,47143,0,1,0,False,False,True,False,True,False,True,False
4822-LPTYJ,72,Yes,Yes,Yes,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,103.75,7346.2,0.0,1616.0,1188.0,38,No,No,Yes,No,0,90021,3012,0,0,0,False,False,True,True,False,False,False,True
8165-CBKXO,66,No,No,Yes,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,56.75,3708.4,0.0,927.0,0.0,35,No,No,Yes,Yes,3,90022,68701,0,2,0,False,False,True,False,True,False,False,True
6527-PZFPV,24,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,20.8,469.65,0.0,0.0,620.16,19,Yes,No,Yes,Yes,2,90023,47487,0,0,0,False,True,False,False,True,False,False,True
9593-CVZKR,56,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Yes,24.45,1385.85,0.0,0.0,1765.68,20,Yes,No,Yes,Yes,2,90025,41175,0,0,0,False,False,True,False,True,False,True,False
5236-XMZJY,42,Yes,No,Yes,26,Yes,Yes,Yes,No,No,No,No,No,No,59.65,2536.55,0.0,660.0,927.36,27,Yes,No,No,No,0,90031,38415,0,0,0,True,False,False,True,False,False,True,False
4827-DPADN,72,Yes,Yes,Yes,69,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,83.3,6042.7,0.0,4169.0,1762.56,28,Yes,No,Yes,Yes,3,90032,46960,0,2,0,False,False,True,True,False,False,True,False
2694-CIUMO,12,Yes,Yes,Yes,16,No,No,No,Yes,No,No,No,No,Yes,79.55,958.25,0.0,153.0,263.16,47,No,No,No,No,0,90033,49431,0,2,0,True,False,False,False,True,False,True,False
5846-ABOBJ,71,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,24.45,1730.65,0.0,0.0,2386.31,24,Yes,No,Yes,No,0,90034,58218,0,0,0,False,False,True,True,False,False,False,True
1439-LCGVL,26,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.2,459.6,0.0,0.0,45.5,42,No,No,Yes,No,0,90035,27799,0,0,0,False,True,False,False,True,False,True,False
0909-SDHNU,7,No,No,Yes,19,Yes,No,No,No,No,No,No,No,No,29.8,201.95,0.0,38.0,0.0,33,No,No,No,Yes,2,90036,32901,0,1,0,True,False,False,False,True,False,True,False
4647-XXZAM,6,Yes,No,Yes,29,No,No,No,No,No,No,No,No,No,45.5,285.2,0.0,83.0,176.46,41,No,No,Yes,Yes,1,90037,56709,0,1,0,True,False,False,False,True,False,True,False
7740-KKCXF,51,No,No,Yes,6,No,Yes,No,No,No,No,No,No,Yes,30.05,1529.45,0.0,92.0,0.0,61,No,No,Yes,No,0,90039,29310,0,0,0,True,False,False,False,True,False,False,True
5360-XGYAZ,72,No,No,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65.65,4664.5,0.0,0.0,0.0,32,No,No,Yes,Yes,1,90040,9805,0,0,0,False,False,True,True,False,False,False,True
3557-HTYWR,47,Yes,Yes,Yes,3,Yes,Yes,No,Yes,No,Yes,Yes,No,No,74.05,3496.3,0.0,105.0,2146.49,56,No,No,No,No,0,90043,44764,0,1,0,False,False,True,False,True,False,True,False
1699-TLDLZ,16,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.7,301.55,0.0,0.0,114.24,44,No,No,Yes,Yes,2,90046,49839,0,2,0,False,False,True,False,True,False,True,False
5600-PDUJF,6,Yes,No,Yes,22,No,No,No,Yes,No,No,No,No,Yes,49.5,312.7,0.0,69.0,160.56,60,No,No,No,No,0,90047,47107,0,0,0,True,False,False,False,True,False,False,True
0567-XRHCU,69,No,No,Yes,59,Yes,No,Yes,No,No,Yes,Yes,No,Yes,43.95,2960.1,0.0,1746.0,0.0,19,Yes,No,Yes,Yes,1,90049,33523,0,2,1,False,False,True,False,True,False,True,False
2067-QYTCF,64,Yes,Yes,Yes,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,111.15,6953.4,0.0,0.0,550.4,41,No,No,Yes,No,0,90057,44004,0,2,0,True,False,False,True,False,False,True,False
7407-SUJIZ,25,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.6,541.5,0.0,0.0,334.0,33,No,No,No,No,0,90061,24511,0,1,0,True,False,False,False,True,False,False,True
9150-KPBJQ,6,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.65,116.85,0.0,0.0,174.54,43,No,No,No,No,0,90062,29299,0,1,1,False,False,True,False,True,False,True,False
0052-DCKON,66,Yes,Yes,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,115.8,7942.15,0.0,3256.0,2888.82,28,Yes,No,Yes,No,0,90063,55668,0,0,0,False,True,False,True,False,False,False,True
3654-ARMGP,61,Yes,Yes,Yes,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,88.65,5321.25,0.0,0.0,1194.38,60,No,No,No,No,0,90064,24505,0,1,1,False,False,True,False,True,False,True,False
9367-TCUYN,12,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.1,223.6,0.0,0.0,105.84,25,Yes,No,No,No,0,90066,55204,0,1,0,True,False,False,False,True,False,True,False
0708-SJDIS,34,Yes,Yes,Yes,27,No,No,No,Yes,Yes,No,No,Yes,No,65.0,2157.5,0.0,0.0,1539.52,32,No,No,No,No,0,90069,20408,0,0,0,True,False,False,False,True,False,True,False
2073-QBVBI,41,No,No,Yes,17,No,Yes,No,Yes,No,No,No,Yes,No,35.45,1391.65,0.0,0.0,0.0,59,No,No,Yes,No,0,90077,10470,0,0,0,False,True,False,False,True,False,True,False
6928-ONTRW,72,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.7,1379.8,0.0,0.0,3458.88,53,No,No,Yes,Yes,1,90201,105285,0,0,0,False,False,True,False,True,False,True,False
5231-FIQPA,41,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.85,810.45,0.0,0.0,95.12,53,No,No,No,No,0,90211,8321,0,0,0,False,False,True,False,True,False,True,False
6617-WLBQC,23,Yes,Yes,Yes,30,Yes,No,No,No,No,No,No,Yes,No,81.85,1810.85,0.0,54.33,131.1,51,No,No,Yes,Yes,3,90212,11355,0,1,0,False,True,False,False,True,False,True,False
2599-CIPQE,71,Yes,No,Yes,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,109.3,7782.85,0.0,0.0,2021.37,36,No,No,Yes,Yes,3,90220,47305,0,1,0,False,False,True,False,True,False,False,True
8774-GSBUN,72,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,25.4,1797.1,0.0,0.0,298.8,40,No,No,Yes,No,0,90222,29825,0,1,0,False,False,True,False,True,False,False,True
7326-RIGQZ,6,Yes,No,Yes,20,No,No,No,No,No,No,No,No,Yes,69.8,377.85,0.0,76.0,231.0,48,No,No,Yes,Yes,3,90230,31963,0,0,0,True,False,False,True,False,False,False,True
1401-FTHFQ,23,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,20.0,445.3,0.0,0.0,557.06,64,No,No,Yes,Yes,1,90232,15195,0,1,0,False,True,False,False,True,False,False,True
0254-FNMCI,72,Yes,No,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,109.9,7624.2,0.0,5566.0,3017.5199999999995,19,Yes,No,No,No,0,90241,40152,0,1,0,False,False,True,True,False,False,True,False
1848-LBZHY,7,Yes,No,Yes,53,Yes,No,No,No,No,No,No,Yes,Yes,50.3,355.1,0.0,18.82,232.68,19,Yes,No,Yes,No,0,90242,42459,0,0,0,True,False,False,True,False,False,True,False
